Séance,ISIN.,Val.,Ouv.,Clô.,+ haut,+ bas,CMP,Nb. Tr.,Qté,Cap.
29/01/2026,TN0001400704,SPDIT - SICAF,12.9,12.9,12.9,12.9,12.9,2,1000,12900
29/01/2026,TN0006670012,SIPHAT,0,0,0,0,0,0,0,0
29/01/2026,TN0002500650,PLAC. TSIE-SICAF,0,0,0,0,0,0,0,0
29/01/2026,TN0003200755,ICF,82.49,80.4,82.49,80.02,80.192,39,1523,122131.75
29/01/2026,TN0001300557,BTE (ADP),3.88,3.69,3.88,3.69,3.789,8,220,833.65
29/01/2026,TN0007580012,BEST LEASE,2.22,2.22,2.22,2.22,2.22,1,50,111
29/01/2026,TN0003000452,ASTREE,0,0,0,0,0,0,0,0
29/01/2026,TN0006550016,BH ASSURANCE,0,0,0,0,0,0,0,0
29/01/2026,TN0003800703,ALKIMIA,0,0,0,0,0,0,0,0
29/01/2026,TN0002300358,AIR LIQUIDE TSIE,0,0,0,0,0,0,0,0
29/01/2026,TN0007200017,WIFACK INT BANK,7.21,7.21,7.21,7.21,7.21,13,2132,15371.72
29/01/2026,TN0007720014,UNIMED,9.1,9.27,9.35,9.1,9.186,136,37233,342030.03
29/01/2026,TN0003900107,UIB,25,26.02,26.02,25,25.833,24,2306,59570.8
29/01/2026,TN0007690019,UADH,0,0,0,0,0,0,0,0
29/01/2026,TN0002100907,TUNISIE LEASING F,42.5,41,42.5,40.5,41.91,78,8482,355478.93
29/01/2026,TN0001200401,TUNISAIR,0.33,0.33,0.33,0.33,0.33,10,8330,2748.9
29/01/2026,TN0007380017,TUNIS RE,12.25,12.25,12.25,12.25,12.25,9,2012,24647
29/01/2026,TN0007270010,TPR,13.9,13.6,13.9,13.35,13.603,217,45981,625482.44
29/01/2026,TN0007440019,TELNET HOLDING,6.7,6.6,6.7,6.5,6.604,45,9960,65771.38
29/01/2026,TN0002600955,STB,3.84,3.8,3.85,3.8,3.827,56,15809,60502.5
29/01/2026,TN0006060016,STAR,58.5,59.9,59.99,58.5,58.934,74,7904,465813.52
29/01/2026,TNNGTFLC2986,STA,57.85,61.31,61.31,55.2,58.353,167,4410,257335.71
29/01/2026,TN0006560015,SOTUVER,14.3,14.55,14.56,14.3,14.451,177,62909,909091.6
29/01/2026,TN0006580013,SOTUMAG,9.26,9.29,9.29,9.26,9.263,12,860,7966.13
29/01/2026,TN0006660013,SOTRAPIL,23.35,23.21,23.35,23.21,23.242,11,1003,23311.63
29/01/2026,TN0007630015,SOTIPAPIER,2.5,2.5,2.55,2.45,2.481,40,6258,15528.31
29/01/2026,TN0006530018,SOTETEL,6.34,6.33,6.35,6.24,6.286,50,6611,41558.27
29/01/2026,TN0006780019,SOMOCER,0.67,0.67,0.67,0.67,0.67,73,161582,108259.94
29/01/2026,TNQPQXRODTH8,SMART TUNISIE,19.31,19.7,19.7,19.3,19.304,8,582,11235
29/01/2026,TN0007180011,SITS,0,0,0,0,0,0,0,0
29/01/2026,TN0004000055,SIMPAR,0,0,0,0,0,0,0,0
29/01/2026,TN0006590012,SIAME,2.93,2.92,2.93,2.89,2.897,11,2314,6704.76
29/01/2026,TN0001100254,SFBT,13.64,13.64,13.7,13.5,13.637,161,37356,509418.5
29/01/2026,TN0007610017,SAH,14.36,14.68,14.69,14.36,14.54,104,20338,295722.71
29/01/2026,TN0005700018,POULINA GP HOLDING,21.2,21.18,21.2,21,21.139,84,22183,468933.05
29/01/2026,TN0007530017,ONE TECH HOLDING,9.15,9,9.15,8.75,8.843,365,223956,1980517.57
29/01/2026,TN0007620016,MPBS,8.24,8.2,8.28,8.2,8.211,28,3829,31439.14
29/01/2026,TN0001000108,MONOPRIX,6.21,6.21,6.21,6.21,6.21,3,50,310.5
29/01/2026,TN0006720049,BH LEASING,3.73,3.73,3.73,3.73,3.73,2,60,223.8
29/01/2026,TN0006440010,MAGASIN GENERAL,10.08,10.08,10.08,10.08,10.08,1,45,453.6
29/01/2026,TN0007310139,HANNIBAL LEASE,0,0,0,0,0,0,0,0
29/01/2026,TN0007570013,EURO-CYCLES,11.71,11.68,11.8,11.68,11.742,87,11005,129223.51
29/01/2026,TN0007210016,ESSOUKNA,3.87,3.89,3.93,3.82,3.857,69,7917,30534.43
29/01/2026,TN0007410012,ENNAKL AUTOMOBILES,15.1,15.3,15.4,15.1,15.102,23,10195,153960.1
29/01/2026,TN0007670011,DELICE HOLDING,14.51,14.6,14.7,14.41,14.611,115,41752,610023.86
29/01/2026,TN0007550015,CITY CARS,20.8,20.61,20.9,20.6,20.761,9,620,12871.72
29/01/2026,TN0007350010,CIMENTS DE BIZERTE,0.53,0.53,0.53,0.53,0.53,5,1712,907.36
29/01/2026,TN0004200853,CIL,32.15,32.1,32.7,32.1,32.141,12,4556,146433.8
29/01/2026,TN0007590011,CELLCOM,2.75,2.69,2.75,2.65,2.691,27,4777,12856.92
29/01/2026,TN0002200053,BT,6.95,7.05,7.25,6.95,7.037,214,96917,682048.08
29/01/2026,TN0003100609,BNA,13.7,13.51,13.96,13.51,13.626,217,49235,670869.98
29/01/2026,TN0001800457,BIAT,131,130.5,131,128,129.976,113,3996,519384.54
29/01/2026,TN0001900604,BH BANK,10.37,10,10.37,10,10.162,27,8831,89737.33
29/01/2026,TN0006610018,ATTIJARI LEASING,30,30.5,30.8,30,30.457,10,624,19005.2
29/01/2026,TN0001600154,ATTIJARI BANK,68.1,68,68.79,67.5,68.241,85,5708,389519.3
29/01/2026,TN0004700100,ATL,7.23,7.24,7.42,7.17,7.239,69,10775,77998.25
29/01/2026,TN0007740012,ATELIER MEUBLE INT,4.47,4.31,4.47,4.21,4.302,76,21120,90849.95
29/01/2026,TN0003600350,ATB,3.68,3.6,3.68,3.53,3.602,32,21893,78857.02
29/01/2026,TN0007140015,ASSAD,3.21,3.21,3.21,3.21,3.21,52,37713,121058.73
29/01/2026,TN0007830011,ASSUR MAGHREBIA,60,59.6,60,59.6,59.705,25,3927,234461.69
29/01/2026,TN0007300015,ARTES,12.79,12.75,12.79,12.65,12.679,11,860,10904.09
29/01/2026,TNDKJ8O68X14,ASSU MAGHREBIA VIE,7.49,7.5,7.5,7.4,7.497,32,9614,72075.1
29/01/2026,TN0003400058,AMEN BANK,55.7,55.5,55.75,55,55.418,167,13951,773136.48
28/01/2026,TN0005030010,STIP,0,0,0,0,0,0,0,0
28/01/2026,TN0007600018,SOTEMAIL,0,0,0,0,0,0,0,0
28/01/2026,TN0007650013,TAWASOL GP HOLDING,0.85,0.85,0.85,0.85,0.85,43,71700,60945
28/01/2026,TN0007730013,SANIMED,0,0,0,0,0,0,0,0
28/01/2026,TN0007700016,OFFICEPLAST,1.9,1.89,1.9,1.84,1.845,21,8386,15473.29
28/01/2026,TN0007540016,NEW BODY LINE,3.78,3.85,3.85,3.78,3.781,5,120,453.74
28/01/2026,TN0007510019,LAND OR,15.85,15.9,15.9,15.6,15.696,29,3950,61998.96
28/01/2026,TN0007400013,CARTHAGE CEMENT,1.87,1.9,1.91,1.83,1.876,262,396408,743755.42
28/01/2026,TN0007500010,AETECH,0,0,0,0,0,0,0,0
28/01/2026,TN0007720022,UMED D76/509 26716,0,0,0,0,0,0,0,0
28/01/2026,TN0006560098,STV02 3/10 010102,0,0,0,0,0,0,0,0
28/01/2026,TN0006660104,STPILDA1/56 300617,0,0,0,0,0,0,0,0
28/01/2026,TN0006660039,STPILDA0807 1/10,0,0,0,0,0,0,0,0
28/01/2026,TN0007180037,SITSDa1/9 28/03/07,0,0,0,0,0,0,0,0
28/01/2026,TN0001100312,SFBTDa1/2(11/4/02),0,0,0,0,0,0,0,0
28/01/2026,TN0007270036,Da TPR 11/149 2006,0,0,0,0,0,0,0,0
28/01/2026,TN0002200251,BTDa1/7(3/12/01),0,0,0,0,0,0,0,0
28/01/2026,TN0001900778,BHDA 1/15 28052007,0,0,0,0,0,0,0,0
28/01/2026,TN0006610141,ATTIJARI LS ROMPU,0,0,0,0,0,0,0,0
28/01/2026,TN0003600434,ATBDA1/7 09/11/05,0,0,0,0,0,0,0,0
28/01/2026,TN0007140031,ASSDa1/9(01/07/05),0,0,0,0,0,0,0,0
28/01/2026,TN0002300424,ALQDa1/12 06/09/05,0,0,0,0,0,0,0,0
28/01/2026,TN0003400272,ABDA 1/14 11122007,0,0,0,0,0,0,0,0
28/01/2026,TN0006170013,STE TUN. DU SUCRE,0,0,0,0,0,0,0,0
28/01/2026,TN0004300307,SITEX,0,0,0,0,0,0,0,0
28/01/2026,TN0007680010,BNA ASSURANCES,3.08,3.08,3.08,3,3.013,78,51519,155232.49
28/01/2026,TN0002400505,UBCI,39.8,40.5,40.5,39.8,40.377,10,1273,51400.4
28/01/2026,TN0004100202,TUNINVEST-SICAR,43,43,43,43,43,1,8,344
28/01/2026,TN0001400704,SPDIT - SICAF,12.99,13.02,13.02,12.6,12.876,27,11335,145945.18
28/01/2026,TN0006670012,SIPHAT,0,0,0,0,0,0,0,0
28/01/2026,TN0002500650,PLAC. TSIE-SICAF,0,0,0,0,0,0,0,0
28/01/2026,TN0003200755,ICF,82.97,82.78,82.98,80,80.388,43,1497,120340.16
28/01/2026,TN0001300557,BTE (ADP),3.8,3.86,3.86,3.8,3.805,4,273,1038.78
28/01/2026,TN0007580012,BEST LEASE,2.22,2.22,2.22,2.22,2.22,1,91,202.02
28/01/2026,TN0003000452,ASTREE,0,0,0,0,0,0,0,0
28/01/2026,TN0006550016,BH ASSURANCE,63,63,63,63,63,1,24,1512
28/01/2026,TN0003800703,ALKIMIA,0,0,0,0,0,0,0,0
28/01/2026,TN0002300358,AIR LIQUIDE TSIE,156,156,156,156,156,8,31,4836
28/01/2026,TN0007200017,WIFACK INT BANK,7.35,7.21,7.35,7.21,7.216,3,239,1724.59
28/01/2026,TN0007720014,UNIMED,9.03,9.09,9.09,9,9.026,183,72496,654357.98
28/01/2026,TN0003900107,UIB,25.8,26.02,26.25,25.8,26.018,52,12862,334640.32
28/01/2026,TN0007690019,UADH,0.54,0.54,0.54,0.54,0.54,1,10,5.4
28/01/2026,TN0002100907,TUNISIE LEASING F,43.18,41.5,43.18,41,41.757,77,11004,459494.96
28/01/2026,TN0001200401,TUNISAIR,0.34,0.34,0.34,0.34,0.34,10,6431,2186.54
28/01/2026,TN0007380017,TUNIS RE,12,12,12,12,12,97,100440,1205280
28/01/2026,TN0007270010,TPR,13.73,13.9,14.5,13.73,14.012,282,61733,864984.69
28/01/2026,TN0007440019,TELNET HOLDING,6.65,6.62,6.65,6.46,6.521,49,12386,80771.22
28/01/2026,TN0002600955,STB,3.84,3.84,3.85,3.82,3.838,69,27116,104060.23
28/01/2026,TN0006060016,STAR,58.9,58.9,58.9,58.5,58.707,49,4325,253907.49
28/01/2026,TNNGTFLC2986,STA,56.1,57.84,58.94,54.5,57.272,103,3321,190200.51
28/01/2026,TN0006560015,SOTUVER,14.3,14.4,14.49,14.29,14.394,292,116750,1680542.47
28/01/2026,TN0006580013,SOTUMAG,9.23,9.26,9.26,9.23,9.251,36,2854,26403.04
28/01/2026,TN0006660013,SOTRAPIL,23.4,23.35,23.4,23.2,23.347,6,81,1891.1
28/01/2026,TN0007630015,SOTIPAPIER,2.48,2.5,2.55,2.47,2.488,91,11837,29456.1
28/01/2026,TN0006530018,SOTETEL,6.39,6.45,6.49,6.35,6.383,66,9443,60271.37
28/01/2026,TN0006780019,SOMOCER,0.67,0.67,0.67,0.67,0.67,107,129682,86886.94
28/01/2026,TNQPQXRODTH8,SMART TUNISIE,19.52,19.31,19.71,19.31,19.527,30,5364,104741.58
28/01/2026,TN0007180011,SITS,0,0,0,0,0,0,0,0
28/01/2026,TN0004000055,SIMPAR,0,0,0,0,0,0,0,0
28/01/2026,TN0006590012,SIAME,2.87,2.95,2.95,2.8,2.87,31,3705,10633.81
28/01/2026,TN0001100254,SFBT,13.1,13.65,13.69,13.1,13.282,260,61459,816289.57
28/01/2026,TN0007610017,SAH,14.7,14.69,14.75,14.3,14.537,284,70541,1025469.62
28/01/2026,TN0005700018,POULINA GP HOLDING,21.1,21.35,21.35,20.5,21.182,261,69416,1470352.51
28/01/2026,TN0007530017,ONE TECH HOLDING,8.67,8.99,9,8.6,8.851,569,163220,1444711.38
28/01/2026,TN0007620016,MPBS,8.19,8.24,8.24,8.19,8.202,77,17235,141356.46
28/01/2026,TN0001000108,MONOPRIX,6.19,6.19,6.19,6.19,6.19,2,51,315.69
28/01/2026,TN0006720049,BH LEASING,0,0,0,0,0,0,0,0
28/01/2026,TN0006440010,MAGASIN GENERAL,0,0,0,0,0,0,0,0
28/01/2026,TN0007310139,HANNIBAL LEASE,7.5,7.5,7.5,7.5,7.5,5,3903,29272.5
28/01/2026,TN0007570013,EURO-CYCLES,11.75,11.75,11.87,11.69,11.729,118,14250,167131.55
28/01/2026,TN0007210016,ESSOUKNA,3.94,3.95,3.95,3.86,3.904,42,5192,20267.8
28/01/2026,TN0007410012,ENNAKL AUTOMOBILES,15.1,15.1,15.1,15.03,15.096,25,8279,124982.35
28/01/2026,TN0007670011,DELICE HOLDING,14.45,14.55,14.97,14.44,14.554,204,58606,852934.66
28/01/2026,TN0007550015,CITY CARS,20.62,20.61,20.9,20.6,20.628,63,23780,490522.27
28/01/2026,TN0007350010,CIMENTS DE BIZERTE,0.57,0.57,0.57,0.57,0.57,3,509,290.13
28/01/2026,TN0004200853,CIL,32.6,32.1,33.24,32,32.014,16,7134,228389.69
28/01/2026,TN0007590011,CELLCOM,2.76,2.67,2.76,2.62,2.67,32,6692,17870.7
28/01/2026,TN0002200053,BT,6.77,7,7.14,6.77,6.935,138,35202,244119.46
28/01/2026,TN0003100609,BNA,13.97,13.8,14.2,13.78,13.982,325,111567,1559943.04
28/01/2026,TN0001800457,BIAT,134,131.7,134.1,130,132.423,142,4335,574052.72
28/01/2026,TN0001900604,BH BANK,10.28,10.37,10.38,10.28,10.28,5,410,4214.99
28/01/2026,TN0006610018,ATTIJARI LEASING,30,29.6,31.49,29.6,31.185,18,843,26288.81
28/01/2026,TN0001600154,ATTIJARI BANK,68.5,68.49,68.8,68,68.249,154,11703,798717.82
28/01/2026,TN0004700100,ATL,7.63,7.23,7.64,7.2,7.328,182,65829,482381.99
28/01/2026,TN0007740012,ATELIER MEUBLE INT,4.21,4.41,4.45,4.21,4.281,157,64378,275571.91
28/01/2026,TN0003600350,ATB,3.7,3.69,3.7,3.65,3.679,58,62615,230359.49
28/01/2026,TN0007140015,ASSAD,3.2,3.2,3.2,3.2,3.2,43,35677,114166.4
28/01/2026,TN0007830011,ASSUR MAGHREBIA,59.6,60,60,59,59.781,64,9201,550044.4
28/01/2026,TN0007300015,ARTES,12.29,12.65,12.8,12.29,12.534,63,9533,119484.48
28/01/2026,TNDKJ8O68X14,ASSU MAGHREBIA VIE,7.39,7.48,7.48,7.38,7.392,71,30806,227729.07
28/01/2026,TN0003400058,AMEN BANK,56.21,55.75,56.4,54.98,55.893,389,57427,3209784
27/01/2026,TN0005030010,STIP,3.82,3.82,3.82,3.82,3.82,1,2,7.64
27/01/2026,TN0007600018,SOTEMAIL,0,0,0,0,0,0,0,0
27/01/2026,TN0007650013,TAWASOL GP HOLDING,0.82,0.82,0.82,0.82,0.82,50,97021,79557.22
27/01/2026,TN0007730013,SANIMED,0.72,0.72,0.72,0.72,0.72,9,2543,1830.96
27/01/2026,TN0007700016,OFFICEPLAST,1.9,1.9,1.9,1.85,1.882,7,415,780.85
27/01/2026,TN0007540016,NEW BODY LINE,3.78,3.85,3.85,3.78,3.807,8,855,3254.76
27/01/2026,TN0007510019,LAND OR,15.7,15.9,15.9,15.31,15.535,88,26661,414185.87
27/01/2026,TN0007400013,CARTHAGE CEMENT,1.82,1.87,1.89,1.82,1.844,204,229656,423470.06
27/01/2026,TN0007500010,AETECH,0,0,0,0,0,0,0,0
27/01/2026,TN0007720022,UMED D76/509 26716,0,0,0,0,0,0,0,0
27/01/2026,TN0006560098,STV02 3/10 010102,0,0,0,0,0,0,0,0
27/01/2026,TN0006660104,STPILDA1/56 300617,0,0,0,0,0,0,0,0
27/01/2026,TN0006660039,STPILDA0807 1/10,0,0,0,0,0,0,0,0
27/01/2026,TN0007180037,SITSDa1/9 28/03/07,0,0,0,0,0,0,0,0
27/01/2026,TN0001100312,SFBTDa1/2(11/4/02),0,0,0,0,0,0,0,0
27/01/2026,TN0007270036,Da TPR 11/149 2006,0,0,0,0,0,0,0,0
27/01/2026,TN0002200251,BTDa1/7(3/12/01),0,0,0,0,0,0,0,0
27/01/2026,TN0001900778,BHDA 1/15 28052007,0,0,0,0,0,0,0,0
27/01/2026,TN0006610141,ATTIJARI LS ROMPU,0,0,0,0,0,0,0,0
27/01/2026,TN0003600434,ATBDA1/7 09/11/05,0,0,0,0,0,0,0,0
27/01/2026,TN0007140031,ASSDa1/9(01/07/05),0,0,0,0,0,0,0,0
27/01/2026,TN0002300424,ALQDa1/12 06/09/05,0,0,0,0,0,0,0,0
27/01/2026,TN0003400272,ABDA 1/14 11122007,0,0,0,0,0,0,0,0
27/01/2026,TN0006170013,STE TUN. DU SUCRE,0,0,0,0,0,0,0,0
27/01/2026,TN0004300307,SITEX,0,0,0,0,0,0,0,0
27/01/2026,TN0007680010,BNA ASSURANCES,3.09,3.08,3.09,3.01,3.029,84,27837,84308.84
27/01/2026,TN0002400505,UBCI,38.76,38.76,38.76,38.76,38.76,20,3652,141551.52
27/01/2026,TN0004100202,TUNINVEST-SICAR,42.5,43,43,42.5,42.988,8,516,22182
27/01/2026,TN0001400704,SPDIT - SICAF,12.8,12.8,13.19,12.8,12.8,15,2265,28992.39
27/01/2026,TN0006670012,SIPHAT,0,0,0,0,0,0,0,0
27/01/2026,TN0002500650,PLAC. TSIE-SICAF,0,0,0,0,0,0,0,0
27/01/2026,TN0003200755,ICF,81.5,82,82.89,81.5,82.346,31,509,41914.36
27/01/2026,TN0001300557,BTE (ADP),3.77,3.77,3.77,3.77,3.77,28,1859,7008.43
27/01/2026,TN0007580012,BEST LEASE,2.22,2.22,2.22,2.22,2.22,1,100,222
27/01/2026,TN0003000452,ASTREE,0,0,0,0,0,0,0,0
27/01/2026,TN0006550016,BH ASSURANCE,0,0,0,0,0,0,0,0
27/01/2026,TN0003800703,ALKIMIA,0,0,0,0,0,0,0,0
27/01/2026,TN0002300358,AIR LIQUIDE TSIE,155,155,155,155,155,10,64,9920
27/01/2026,TN0007200017,WIFACK INT BANK,7.2,7.2,7.2,7.2,7.2,9,1269,9136.8
27/01/2026,TN0007720014,UNIMED,9,9.02,9.1,8.88,8.97,239,73191,656494.61
27/01/2026,TN0003900107,UIB,25.2,25.5,25.5,25,25.383,30,9179,232989.9
27/01/2026,TN0007690019,UADH,0.52,0.52,0.52,0.52,0.52,10,3020,1570.4
27/01/2026,TN0002100907,TUNISIE LEASING F,40.22,42.5,42.5,40.22,41.013,108,14924,612075.34
27/01/2026,TN0001200401,TUNISAIR,0.33,0.33,0.33,0.33,0.33,10,18214,6010.62
27/01/2026,TN0007380017,TUNIS RE,11.5,11.5,11.5,11.5,11.5,16,4841,55671.5
27/01/2026,TN0007270010,TPR,12.93,13.69,13.69,12.92,13.382,226,44692,598049.86
27/01/2026,TN0007440019,TELNET HOLDING,6.6,6.51,6.6,6.51,6.559,41,5034,33019.54
27/01/2026,TN0002600955,STB,3.84,3.84,3.85,3.79,3.821,104,33583,128327.96
27/01/2026,TN0006060016,STAR,58,58.9,58.99,57.2,57.936,87,7802,452014.29
27/01/2026,TNNGTFLC2986,STA,55,55.61,55.61,54.9,55.144,156,7082,390530.09
27/01/2026,TN0006560015,SOTUVER,13.85,14.4,14.5,13.72,14.201,177,52982,752375.66
27/01/2026,TN0006580013,SOTUMAG,9.05,9.24,9.24,9.05,9.169,17,880,8068.74
27/01/2026,TN0006660013,SOTRAPIL,23.4,23.4,23.4,23.01,23.364,11,634,14813.09
27/01/2026,TN0007630015,SOTIPAPIER,2.6,2.59,2.6,2.51,2.553,61,8847,22589.16
27/01/2026,TN0006530018,SOTETEL,6.29,6.35,6.4,6.17,6.273,214,50064,314069.49
27/01/2026,TN0006780019,SOMOCER,0,0,0,0,0,0,0,0
27/01/2026,TNQPQXRODTH8,SMART TUNISIE,19.46,19.5,19.55,19.3,19.482,27,7680,149625.04
27/01/2026,TN0007180011,SITS,0,0,0,0,0,0,0,0
27/01/2026,TN0004000055,SIMPAR,35.41,35.41,35.41,35.41,35.41,2,2,70.82
27/01/2026,TN0006590012,SIAME,2.79,2.8,2.8,2.74,2.778,18,1249,3469.48
27/01/2026,TN0001100254,SFBT,12.8,13.04,13.1,12.75,12.829,297,248504,3187993.03
27/01/2026,TN0007610017,SAH,14.32,14.6,14.7,14.15,14.367,251,90633,1302127.59
27/01/2026,TN0005700018,POULINA GP HOLDING,20.9,21.1,21.1,20.7,20.978,246,34234,718158.35
27/01/2026,TN0007530017,ONE TECH HOLDING,8.65,8.68,8.69,8.5,8.566,206,99030,848327.75
27/01/2026,TN0007620016,MPBS,8.19,8.19,8.2,8.18,8.191,14,2342,19183.71
27/01/2026,TN0001000108,MONOPRIX,0,0,0,0,0,0,0,0
27/01/2026,TN0006720049,BH LEASING,3.74,3.74,3.74,3.74,3.74,1,1,3.74
27/01/2026,TN0006440010,MAGASIN GENERAL,0,0,0,0,0,0,0,0
27/01/2026,TN0007310139,HANNIBAL LEASE,7.5,7.5,7.5,7.5,7.5,3,1300,9750
27/01/2026,TN0007570013,EURO-CYCLES,11.77,11.8,11.88,11.77,11.829,61,12766,151004.25
27/01/2026,TN0007210016,ESSOUKNA,3.99,3.98,4.08,3.9,3.99,93,37268,148691.93
27/01/2026,TN0007410012,ENNAKL AUTOMOBILES,15,15.4,15.4,15,15.046,37,6099,91764.93
27/01/2026,TN0007670011,DELICE HOLDING,14.4,14.44,14.5,14.21,14.34,173,43421,622659.3
27/01/2026,TN0007550015,CITY CARS,20.79,20.6,20.9,20.6,20.764,24,4547,94415.66
27/01/2026,TN0007350010,CIMENTS DE BIZERTE,0.57,0.57,0.57,0.57,0.57,6,2529,1441.53
27/01/2026,TN0004200853,CIL,33.59,32,33.59,31.76,31.982,18,1978,63259.83
27/01/2026,TN0007590011,CELLCOM,2.82,2.78,2.82,2.68,2.764,19,1311,3624.24
27/01/2026,TN0002200053,BT,6.6,6.74,6.74,6.6,6.636,65,33844,224595.97
27/01/2026,TN0003100609,BNA,12.75,13.51,13.51,12.66,12.919,215,43283,559180.81
27/01/2026,TN0001800457,BIAT,127.51,134,134,127.5,129.433,156,8028,1039086.42
27/01/2026,TN0001900604,BH BANK,10.15,10.3,10.3,10.15,10.289,7,725,7459.32
27/01/2026,TN0006610018,ATTIJARI LEASING,29.51,29.9,29.9,29.51,29.719,10,939,27905.98
27/01/2026,TN0001600154,ATTIJARI BANK,68.6,68.8,69,68,68.717,112,8161,560801.04
27/01/2026,TN0004700100,ATL,7.63,7.62,7.63,7.3,7.406,103,49415,365990.2
27/01/2026,TN0007740012,ATELIER MEUBLE INT,4.2,4.21,4.21,4.15,4.182,39,9514,39783.81
27/01/2026,TN0003600350,ATB,3.65,3.68,3.7,3.65,3.672,31,37924,139272.02
27/01/2026,TN0007140015,ASSAD,0,0,0,0,0,0,0,0
27/01/2026,TN0007830011,ASSUR MAGHREBIA,59.6,59.6,59.6,59,59.325,26,7381,437876.4
27/01/2026,TN0007300015,ARTES,12.18,12.24,12.24,12.15,12.171,33,7451,90689.16
27/01/2026,TNDKJ8O68X14,ASSU MAGHREBIA VIE,7.39,7.4,7.41,7.35,7.385,41,7625,56309.3
27/01/2026,TN0003400058,AMEN BANK,54.51,56,56,54.51,55.486,405,64324,3569069.12
26/01/2026,TN0005030010,STIP,0,0,0,0,0,0,0,0
26/01/2026,TN0007600018,SOTEMAIL,0,0,0,0,0,0,0,0
26/01/2026,TN0007650013,TAWASOL GP HOLDING,0.82,0.82,0.82,0.82,0.82,23,16475,13509.5
26/01/2026,TN0007730013,SANIMED,0.7,0.7,0.7,0.7,0.7,3,1469,1028.3
26/01/2026,TN0007700016,OFFICEPLAST,1.88,1.88,1.88,1.84,1.853,20,5954,11032.05
26/01/2026,TN0007540016,NEW BODY LINE,3.8,3.85,3.87,3.8,3.806,5,2025,7706.14
26/01/2026,TN0007510019,LAND OR,15.21,15.79,15.85,15.21,15.31,23,8224,125908.01
26/01/2026,TN0007400013,CARTHAGE CEMENT,1.9,1.84,1.9,1.82,1.869,110,80924,151269.09
26/01/2026,TN0007500010,AETECH,0,0,0,0,0,0,0,0
26/01/2026,TN0007720022,UMED D76/509 26716,0,0,0,0,0,0,0,0
26/01/2026,TN0006560098,STV02 3/10 010102,0,0,0,0,0,0,0,0
26/01/2026,TN0006660104,STPILDA1/56 300617,0,0,0,0,0,0,0,0
26/01/2026,TN0006660039,STPILDA0807 1/10,0,0,0,0,0,0,0,0
26/01/2026,TN0007180037,SITSDa1/9 28/03/07,0,0,0,0,0,0,0,0
26/01/2026,TN0001100312,SFBTDa1/2(11/4/02),0,0,0,0,0,0,0,0
26/01/2026,TN0007270036,Da TPR 11/149 2006,0,0,0,0,0,0,0,0
26/01/2026,TN0002200251,BTDa1/7(3/12/01),0,0,0,0,0,0,0,0
26/01/2026,TN0001900778,BHDA 1/15 28052007,0,0,0,0,0,0,0,0
26/01/2026,TN0006610141,ATTIJARI LS ROMPU,0,0,0,0,0,0,0,0
26/01/2026,TN0003600434,ATBDA1/7 09/11/05,0,0,0,0,0,0,0,0
26/01/2026,TN0007140031,ASSDa1/9(01/07/05),0,0,0,0,0,0,0,0
26/01/2026,TN0002300424,ALQDa1/12 06/09/05,0,0,0,0,0,0,0,0
26/01/2026,TN0003400272,ABDA 1/14 11122007,0,0,0,0,0,0,0,0
26/01/2026,TN0006170013,STE TUN. DU SUCRE,0,0,0,0,0,0,0,0
26/01/2026,TN0004300307,SITEX,0,0,0,0,0,0,0,0
26/01/2026,TN0007680010,BNA ASSURANCES,3.07,3.05,3.1,3.05,3.053,51,13675,41744.13
26/01/2026,TN0002400505,UBCI,37.1,37.1,37.1,37.1,37.1,10,1595,59174.5
26/01/2026,TN0004100202,TUNINVEST-SICAR,42.5,42.5,42.5,42.5,42.5,4,24,1020
26/01/2026,TN0001400704,SPDIT - SICAF,13,12.8,13,12.8,12.915,14,3832,49489.6
26/01/2026,TN0006670012,SIPHAT,0,0,0,0,0,0,0,0
26/01/2026,TN0002500650,PLAC. TSIE-SICAF,0,0,0,0,0,0,0,0
26/01/2026,TN0003200755,ICF,78.5,80.9,80.97,77.45,79.635,57,1068,85049.91
26/01/2026,TN0001300557,BTE (ADP),3.76,3.76,3.76,3.76,3.76,2,7,26.32
26/01/2026,TN0007580012,BEST LEASE,0,0,0,0,0,0,0,0
26/01/2026,TN0003000452,ASTREE,46,46,46,46,46,2,30,1380
26/01/2026,TN0006550016,BH ASSURANCE,0,0,0,0,0,0,0,0
26/01/2026,TN0003800703,ALKIMIA,0,0,0,0,0,0,0,0
26/01/2026,TN0002300358,AIR LIQUIDE TSIE,154.99,154.99,154.99,154.99,154.99,3,50,7749.5
26/01/2026,TN0007200017,WIFACK INT BANK,7.35,7.35,7.35,7.35,7.35,1,17,124.95
26/01/2026,TN0007720014,UNIMED,9.09,9.02,9.09,8.8,8.932,233,43211,385977.38
26/01/2026,TN0003900107,UIB,25.01,25.2,25.2,25.01,25.014,2,510,12757
26/01/2026,TN0007690019,UADH,0.52,0.52,0.52,0.52,0.52,11,2956,1537.12
26/01/2026,TN0002100907,TUNISIE LEASING F,40.24,40.22,40.5,40.2,40.262,110,10670,429593.51
26/01/2026,TN0001200401,TUNISAIR,0.34,0.34,0.34,0.34,0.34,27,70025,23808.5
26/01/2026,TN0007380017,TUNIS RE,10.87,10.87,10.87,10.87,10.87,3,600,6522
